sample_id,relative_pose_source,base_ref_source,weight,before_translation_error_m,before_rotation_error_rad,after_translation_error_m,after_rotation_error_rad,improved_translation_m,improved_rotation_rad
P0039,same_frame,live,1.0,0.003098032528946117,0.05705147745161678,0.0021493221694728237,0.037040868101199095,0.0009487103594732933,0.020010609350417687
P0040,same_frame,live,1.0,0.007521392980760192,0.04412318354380062,0.0019511128285834296,0.034092485376525046,0.005570280152176762,0.010030698167275573
P0041,cached_base_ref,cached,0.5,0.004064248589305825,0.030973876270606986,0.0013927032899350648,0.0255018416446911,0.00267154529937076,0.005472034625915886
P0042,cached_base_ref,cached,0.5,0.007013660346109078,0.04530135866783325,0.003337902961959221,0.03375836883995869,0.003675757384149857,0.011542989827874557
P0043,cached_base_ref,cached,0.5,0.01182369552718776,0.07605025243859671,0.0070569896662934254,0.03980479246691887,0.004766705860894335,0.03624545997167784
P0044,cached_base_ref,cached,0.5,0.005249409250238841,0.05324671280970863,0.001493523274908476,0.03457537671507216,0.0037558859753303647,0.01867133609463647
P0045,cached_base_ref,cached,0.5,0.005389715977405572,0.030696559900236554,0.0037328648342147283,0.014783095914315278,0.0016568511431908437,0.015913463985921278
P0046,cached_base_ref,cached,0.5,0.005520451616381592,0.026563016952486657,0.004235414781073487,0.018330953701082734,0.0012850368353081046,0.008232063251403923
P0047,cached_base_ref,cached,0.5,0.005304396525114008,0.04822470517732011,0.0036248777321301476,0.017964859235104436,0.0016795187929838605,0.030259845942215674
P0048,cached_base_ref,cached,0.5,0.014249221425038667,0.10079892884489491,0.0037489505088810003,0.033590344101195095,0.010500270916157666,0.06720858474369981
P0049,same_frame,live,1.0,0.006868889853695676,0.07559685187315243,0.00629937537304278,0.08061271176610611,0.0005695144806528961,-0.005015859892953681
P0050,same_frame,live,1.0,0.004726291976501004,0.0279438746184328,0.002329421290116114,0.013858393389461892,0.0023968706863848896,0.014085481228970907
P0051,same_frame,live,1.0,0.002385184535689428,0.019112581372894184,0.0013148933222985875,0.012524701116197249,0.0010702912133908405,0.006587880256696935
P0052,same_frame,live,1.0,0.006148749140443435,0.022587145754021872,0.00535614438318273,0.01556789238173979,0.0007926047572607052,0.0070192533722820815
P0053,same_frame,live,1.0,0.0025617603356892955,0.022600203653669923,0.0035939583872174924,0.018525665552172013,-0.0010321980515281969,0.00407453810149791
P0054,cached_base_ref,cached,0.5,0.005995854407714652,0.03835307991463379,0.0026431488657562238,0.02539441324968113,0.0033527055419584283,0.01295866666495266
P0055,cached_base_ref,cached,0.5,0.005375336350446549,0.05203684520455414,0.0010410949824714252,0.03263785525392687,0.004334241367975123,0.01939898995062727
P0056,cached_base_ref,cached,0.5,0.014524647131377631,0.13693190518318873,0.0028883362842711652,0.09627780499800806,0.011636310847106465,0.040654100185180675
P0057,cached_base_ref,cached,0.5,0.010633557367777545,0.08077463909099904,0.003158273734766711,0.04118436784399312,0.007475283633010834,0.03959027124700592
P0058,same_frame,live,1.0,0.002931925466711775,0.02847269860345054,0.0015442242309120244,0.01476154093470591,0.0013877012357997505,0.01371115766874463
P0059,same_frame,live,1.0,0.0016516938597862317,0.01994179413139434,0.002394719663179717,0.019088869199445847,-0.0007430258033934852,0.000852924931948492
P0060,same_frame,live,1.0,0.007543891970285757,0.027916444773423626,0.0017961980803934006,0.026679242310169684,0.005747693889892356,0.001237202463253942
P0061,cached_base_ref,cached,0.5,0.007117048507724277,0.029358484074513875,0.003931953405752424,0.021331125158760525,0.0031850951019718526,0.00802735891575335
P0062,same_frame,live,1.0,0.01063763370103851,0.035079139925015684,0.0028806889609831418,0.009066186506878404,0.007756944740055369,0.02601295341813728
P0063,cached_base_ref,cached,0.5,0.009601038134892574,0.03006168001330418,0.0025420101072098624,0.014690113156440815,0.007059028027682711,0.015371566856863366
P0064,same_frame,live,1.0,0.004712887547631899,0.0284565060509549,0.002442607195556753,0.012802229398127776,0.002270280352075146,0.015654276652827124
P0065,same_frame,live,1.0,0.008550432278941814,0.02834836427981633,0.0022994224525364894,0.023536147289985168,0.0062510098264053245,0.004812216989831163
P0066,same_frame,live,1.0,0.010433756452959329,0.02987907036834231,0.0046733865247325455,0.016444806358074035,0.005760369928226783,0.013434264010268274
P0067,same_frame,live,1.0,0.003156160033507937,0.018008156002263815,0.001637286138106312,0.013913525978478995,0.0015188738954016253,0.00409463002378482
P0068,same_frame,live,1.0,0.004292433989438482,0.016279366360174217,0.001385258261465542,0.01298038279831158,0.0029071757279729394,0.0032989835618626364
P0069,same_frame,live,1.0,0.004937031475936708,0.03033597284100863,0.004012823202544907,0.027326191151831002,0.0009242082733918015,0.0030097816891776277
P0070,cached_base_ref,cached,0.5,0.006128112197014819,0.031064157512737285,0.004154438164854253,0.02732211630039857,0.001973674032160566,0.003742041212338714
P0071,same_frame,live,1.0,0.005023482549847356,0.02744669952000263,0.0009204092160268945,0.018562200332557233,0.004103073333820461,0.008884499187445397
P0072,same_frame,live,1.0,0.00666658679558182,0.033984451598878564,0.0026828671901021027,0.03037747161064095,0.003983719605479718,0.003606979988237613
P0073,same_frame,live,1.0,0.00448496143440447,0.01586317516406492,0.003248063602894258,0.003901616256240992,0.0012368978315102116,0.01196155890782393
P0074,same_frame,live,1.0,0.004622422124712973,0.029580478319880445,0.0025024508220151836,0.030604456189064665,0.002119971302697789,-0.00102397786918422
P0075,same_frame,live,1.0,0.005552392774908858,0.022981991139258095,0.0036644193570596418,0.007937451683804915,0.0018879734178492164,0.01504453945545318
P0076,same_frame,live,1.0,0.0017294535220688228,0.015144118982083501,0.004338241498391613,0.011082735559364027,-0.0026087879763227904,0.004061383422719474
P0077,same_frame,live,1.0,0.004856376546206776,0.05078612380283794,0.0046032832704482034,0.016105870253034893,0.00025309327575857247,0.034680253549803045
P0078,same_frame,live,1.0,0.003700739210929657,0.02056470817646305,0.0010329965009948843,0.017161221026615495,0.002667742709934773,0.0034034871498475547
P0079,cached_base_ref,cached,0.5,0.00954905257422216,0.029224824596474817,0.005426321405760747,0.018462673719245277,0.004122731168461413,0.01076215087722954
P0080,same_frame,live,1.0,0.00906864561655956,0.025254489477493255,0.0030946726463691866,0.024726920867240345,0.0059739729701903735,0.0005275686102529098
P0081,cached_base_ref,cached,0.5,0.009005138188929243,0.038100064728255875,0.00469307106173682,0.021383461239249328,0.004312067127192423,0.016716603489006547
P0082,same_frame,live,1.0,0.00423047603862201,0.01231896042803485,0.002880736617898201,0.00768858812628476,0.0013497394207238086,0.004630372301750089
P0083,same_frame,live,1.0,0.0041632031415498915,0.02213246130797219,0.0032241322672206013,0.011919735952269847,0.0009390708743292901,0.010212725355702341
P0084,same_frame,live,1.0,0.003291396908992111,0.011759853468824355,0.0021777647683318972,0.0045761201432606416,0.0011136321406602138,0.0071837333255637134
P0085,same_frame,live,1.0,0.005430502557548739,0.02291620256708984,0.005305147721493883,0.017197230588807684,0.00012535483605485582,0.0057189719782821564
P0086,same_frame,live,1.0,0.009643642788392057,0.06492127791768905,0.0028944001058789385,0.038365149699299134,0.006749242682513119,0.026556128218389916
P0087,same_frame,live,1.0,0.009113896897939709,0.0723745095494071,0.004613553251842986,0.044958495583963066,0.0045003436460967225,0.02741601396544404
P0088,same_frame,live,1.0,0.013863079853626592,0.10924844517154561,0.0050375512304938475,0.058763448871498244,0.008825528623132744,0.050484996300047366
P0089,same_frame,live,1.0,0.005056351320241438,0.028505960684784733,0.002208279150367465,0.010762379148380847,0.002848072169873973,0.017743581536403888
P0090,same_frame,live,1.0,0.0028091346993789753,0.020771621681243812,0.0008942650432691311,0.01915039230607035,0.0019148696561098442,0.0016212293751734635
P0091,same_frame,live,1.0,0.0020130687923520492,0.022884889624697057,0.0035334754673554164,0.020595430269913714,-0.0015204066750033672,0.0022894593547833422
P0092,same_frame,live,1.0,0.0026802453327257015,0.01959178108834043,0.0015400366580597216,0.016267740079459216,0.00114020867466598,0.003324041008881215
P0093,same_frame,live,1.0,0.0034467399569074186,0.020939294592398374,0.001232713768206334,0.01763712295572702,0.0022140261887010847,0.003302171636671354
P0094,cached_base_ref,cached,0.5,0.0045062051180274395,0.026264682287511318,0.0036360352585712227,0.012331252611173701,0.0008701698594562168,0.013933429676337617
P0095,cached_base_ref,cached,0.5,0.005080914582203064,0.030579631278336523,0.002781526180553085,0.01582100251750233,0.002299388401649979,0.014758628760834194
P0096,cached_base_ref,cached,0.5,0.011950133422194895,0.0641867667318942,0.007255116804084952,0.04213120159750585,0.004695016618109943,0.022055565134388354
P0097,same_frame,live,1.0,0.01145884182081854,0.0775862815866713,0.011468534166397454,0.0753404811509245,-9.692345578913089e-06,0.002245800435746806
P0098,same_frame,live,1.0,0.0009546469872806341,0.010732190850737932,0.002972219592713466,0.007900778405374436,-0.002017572605432832,0.0028314124453634962
P0099,same_frame,live,1.0,0.0046465741445015545,0.03932879548517782,0.003932742233960057,0.04561767671388571,0.0007138319105414971,-0.006288881228707889
P0100,same_frame,live,1.0,0.0019770863533630366,0.007849209762229345,0.0014572687040753584,0.00903244808629787,0.0005198176492876782,-0.0011832383240685251
